meijer_ton_yr,calibrated_ton_yr,calibrated_lower,calibrated_upper,ratio_meijer_calib,rank_meijer,rank_calibrated,rank_change,lat,lon
0.178359,1.2904230730274928,0.3690948887444995,5.152521613905084,0.13821746040354627,27898,27898,0,-37.872083334375986,144.82041666665782
0.167795,1.2355533755807395,0.34973932383278444,4.983912774639639,0.1358055453663686,28261,28261,0,-37.776250001038875,176.48874999998986
1.40976,5.619577743898259,2.2077750888428342,15.596716528978417,0.2508658237766562,15476,15476,0,-37.74875000103776,176.41791666665677
0.228067,1.537145992672103,0.45849313319475055,5.891159815926691,0.14837042225477812,26293,26293,0,-37.72375000103676,176.15291666665667
0.148702,1.133772238425232,0.31438372631140316,4.6664026215405014,0.13115685404904748,29071,29071,0,-37.72041666770332,176.18291666665664
0.188227,1.3408365224631933,0.3870534572153837,5.3059611830123155,0.1403802751838951,27550,27550,0,-37.6787500010351,176.11958333332313
0.69369,3.3925342004933863,1.2048741998155308,10.653838911150286,0.20447546259050672,19431,19431,0,-37.67375000103493,176.17208333332314
0.118515,0.9647072307947431,0.2573479816268943,4.124177988303925,0.12285074291644442,30645,30645,0,-37.67208333436821,176.1212499999899
2.56115,8.594726423140253,3.6775148359407526,21.788392898193678,0.29799086950626097,12416,12416,0,-37.343750001022215,174.77374999999006
0.536852,2.8268828840616322,0.9660721333679516,9.316604112601226,0.18990953004344394,20973,20973,0,-37.18458333434944,175.56124999998997
0.330453,2.0013698446135524,0.6358837709939779,7.208000373007403,0.16511341014224568,23950,23950,0,-37.181250001015826,175.49874999998997
0.506251,2.711242276397666,0.9184222724120708,9.034821421954288,0.1867228924567517,21292,21292,0,-37.07125000101172,174.90291666665712
0.146072,1.1194649660852851,0.3094730400739148,4.621246082874031,0.13048376181954735,29195,29195,0,-37.059583334344666,174.92291666665676
0.301369,1.8743586793234404,0.5865908734013036,6.855702371017955,0.16078512790773894,24528,24528,0,-37.04791666767744,174.8712499999899
