lon,lat
159.76541666665753,-9.737916666881006
119.21624999999268,-9.737083333547616
160.76374999999075,-9.735416666880894
124.8579166666592,-9.727083333547398
147.4579166666582,-9.722083333547232
119.11208333332604,-9.717500000845405
120.5745833333258,-9.717083333547125
123.68458333332616,-9.710416666880237
160.69541666665782,-9.705416666880184
124.88874999999246,-9.698750000213352
150.04958333332456,-9.698750000213296
124.9012499999924,-9.691250000213133
159.71708333332413,-9.689583333546466
123.6837499999923,-9.687916666879744
120.50458333332595,-9.686250000213022
150.7970833333245,-9.681250000212856
119.03208333332589,-9.677916666879526
161.5220833333242,-9.677916666879526
120.32124999999267,-9.66875000021264
160.65791666665768,-9.66875000021264
150.76458333332448,-9.667083333545918
120.3333333317688,-9.664999999838583
150.85458333332463,-9.66291666687914
120.30958333332605,-9.66041666687903
161.4729166666575,-9.66041666687903
147.40458333332492,-9.657916666879032
119.0158333333261,-9.65541667014105
161.5041666666575,-9.652916670141508
161.4312499999911,-9.650416666878812
150.01124999999126,-9.649583333545536
123.67208333332589,-9.648750000212146
120.38874999999268,-9.647083333545424
120.26333333332605,-9.642916670142483
149.90124999999125,-9.642083333545258
160.66124999999113,-9.642083333545258
120.25208333332604,-9.641250000211985
149.86791666665795,-9.637916666878482
161.4829166666575,-9.634583333545097
119.00458333332584,-9.629583333544929
161.4708333317675,-9.6299999998335
124.98624999999254,-9.622916666878211
160.6462499999909,-9.622916666878211
161.40791666665746,-9.617916666878044
159.66958333332434,-9.617083333544713
161.54624999999078,-9.617083333544713
124.98624999999232,-9.612083333544549
149.45458333332454,-9.612083333544549
149.66708333332463,-9.611250000211156
149.69208333332483,-9.611250000211273
149.59291666665786,-9.610416666877882
160.6370833333242,-9.610416666877882
118.98583333332613,-9.60958333681276
149.66624999999135,-9.609583333544547
160.63541666665742,-9.603750000211107
149.54208333332463,-9.597916666877666
118.97208333332584,-9.59708333354422
149.48791666665807,-9.596250000210771
150.87166666665803,-9.58958333681477
159.65458333332435,-9.587916666877334
160.61541666665744,-9.587916666877334
147.36291666665807,-9.582083333543892
161.41041666665762,-9.58041666687717
123.73374999999236,-9.570416666876838
160.5987499999908,-9.569583333543562
161.41083333332426,-9.56708333681729
149.41708333332474,-9.565416666876786
150.50208333332455,-9.5620833335434
159.63458333332449,-9.557916666876622
149.41000000154793,-9.553333333156049
124.97874999999226,-9.55208333354318
160.56791666665754,-9.54916666749591
160.56208333332415,-9.547083333543014
150.52208333332464,-9.53958333354285
161.3024999999909,-9.537083336820388
160.5129166666576,-9.536250000209463
160.52708333332407,-9.536250000209463
160.48458333332428,-9.531250000209296
149.3662499999915,-9.529583333542575
147.302916666658,-9.5254166668758
161.29041666665785,-9.522083333542357
118.93958333332604,-9.520416666875631
161.4054166666574,-9.513750000208915
150.5145833333247,-9.51125000020886
161.38541666665742,-9.505416666875306
149.29124999999146,-9.50458333354186
161.40041666665763,-9.50458333354186
147.24041666665812,-9.503750000208584
147.2895833333248,-9.502916666875308
149.26041666665787,-9.502916666875308
125.03374999999232,-9.502083333541975
161.3770833333242,-9.500416666875251
123.82291666665924,-9.497083333541866
160.46291666665752,-9.491250000208254
147.24374999999156,-9.485416666874812
160.45708333332436,-9.48208333354154
120.11458333332598,-9.481250000208092
125.06291666665902,-9.481250000208092
120.10250000154848,-9.47749999981221
123.85874999999236,-9.47625000020804
120.0912499999929,-9.473750000207929
118.97583333332602,-9.47208333682704
161.24958333332438,-9.472083333541208
161.37958333332426,-9.471250000207933
160.42458333332422,-9.463333334154411
159.60458333332417,-9.462083333540988
161.39041666665764,-9.462083333540988
125.087916666659,-9.461250000207713
150.33541666665815,-9.459583333540875
161.46208333332402,-9.459583333540875
149.20624999999131,-9.457916666874157
150.83374999999114,-9.457916666874157
161.39624999999114,-9.457916666874157
150.33874999999125,-9.45708333354088
161.36708333332444,-9.45125000020738
150.82833333332485,-9.44958333682922
161.24124999999083,-9.446250000207217
150.18624999999133,-9.445416666873824
120.06124999999248,-9.443750000207215
161.33791666665752,-9.44125000020722
123.8970833333259,-9.436250000207052
159.96624999999108,-9.434583333540331
150.67041666665796,-9.432083333540165
160.1120833333241,-9.432083333540165
125.11708333332592,-9.431250000206887
159.99208333332444,-9.430416666873612
160.3879166666577,-9.430416666873612
160.08374999999114,-9.429166667484369
161.4054166666574,-9.42875000020689
159.9454166666576,-9.427916666873555
150.65791666665802,-9.42708333354011
160.0787499999908,-9.42708333354011
147.08291666665832,-9.426250000206837
159.9070833333244,-9.426250000206837
150.72708333332469,-9.422916666873448
159.92291666665756,-9.423333334150584
160.3204166666576,-9.422500000817138
147.11458333332462,-9.421250000206667
